Unit ID,Plant name,State,Region,Ownership,Age grouping,Age,Capacity,Avg daily generation,Unnamed: 9,Actual avg PLF,Target PLF,PLF Diff,Coeff of variation,Daily actual coal consumption - calc (tons/MW),Annual actual coal consumption (tons),Daily target coal consumption at 85%(tons/MW),Daily target generation,Annual target coal consumption (tons),Not contracted in MERIT,Import share,Imported coal,Target SHR,Actual SHR,Efficiency,Target coal used,Actual coal used,Plant status,GCV,Wtd GCV,Pithead plant,BCCL,CCL,ECL,MCL,NCL,NEC,SECL,WCL,Total,Auxiliary consumption (%),"Actual aux, MU","Targeted aux, MU", VC,VC  - ACTUAL,VC - TARGET,Diff,Diff Test,Variation,TOTAL VC - ACTUAL,TOTAL VC - TARGET,INR/Mcal,Fixed cost for FY 2018-19 (INR crore),Unnamed: 53,FGD status - Jun 2020,Retirement by 2022,Retirement by 2027,Actual coal cost (INR crore),Target coal cost (INR crore),Sox control cost (INR crore),Nox control cost (INR crore),Unnamed: 61,wtd PLF,ramp up (%/min),ramp down (%/min),wtd ramp up,wtd ramp down,FGD status - Feb 2021,Unnamed: 68,Actual energy,Target energy,Actual energy-coal cost,Target energy-coal cost,Actual energy-transport cost,Target energy-transport cost,Actual SHR.1,Reallocated SHR,Actual INR/Mcal,Reallocated INR/Mcal,Actual PLF,Reallocated PLF,Actual - pvt,Reallocated-pvt,Actual-cons,Reallocated cons,Actual age,Reallocated age,Actual capacity,Reallocated capacity,Actual aux,Reallocated aux
DAMODARAN SANJEEVAIAH TPS2,DAMODARAN SANJEEVAIAH TPS,Andhra Pradesh,SR,STATE SECTOR, 5-10 years,5.1772758384668,800.0,9.22332836416636,,0.48038168563366457,0.85,0.3696183143663354,0.15,6.130937168910301,1790233.653321808,11.273547662183436,16.32,3291875.9173575635,Contracted,0.12048661201055144,215699.18759601674,2462.9541890058176,2585.1393587278744,0.34917417621443575,3903586.992235088,2315575.809957139,Operational,3758.421560030215,3006737.248024172,,0.0,0.0,0.0,1790233.653321808,0.0,0.0,0.0,0.0,1790233.653321808,0.0743080715713893,0.6853677442108989,1.2127077280450733,3.17734649122807,2.949375610792696,2.936851630896185,0.012523979896510884,0.27086369313393793,0.08759132349643109,992.9116800575736,1749.4237794922396,1.198321331981,,,Feasibility Study started,,,776.2642340458559,1308.6226559841396,,,,384.30534850693164,0.57,0.6,455.99999999999994,480.0,Feasibility Study completed,,1042.8882760862948,1758.0962330748696,455.9549024334133,768.6466659961504,586.9333736528816,989.4495670787192,2443967.8901994578,4120029.767368932,20897922.258158438,36977333.75493582,-477821.924156754,-1495998.096,0.0,0.0,6011244.309711059,10636453.920000002,353577.57438423083,625629.4675975355,-4441217.073913386,-7858406.4,1937564.769064956,3428378.1063234564
DAMODARAN SANJEEVAIAH TPS1,DAMODARAN SANJEEVAIAH TPS,Andhra Pradesh,SR,STATE SECTOR, 5-10 years,5.7577002053388,800.0,8.50912541055174,,0.4431836151329031,0.85,0.40681638486709687,0.15,5.631774196432727,1644478.0653583563,11.291932604004106,16.32,3297244.320369199,Contracted,0.12048661201055144,198137.5906206945,2467.388942856605,2601.8707233817827,0.34854658909362707,3910615.7252594265,2150096.7988271676,Operational,3758.421560030215,3006737.248024172,,0.0,0.0,0.0,1644478.0653583563,0.0,0.0,0.0,0.0,1644478.0653583563,0.0743080715713893,0.6322967000172061,1.2127077280450733,3.17734649122807,2.9553883278942252,2.9416039453903946,0.013784382503830628,0.29812318315830594,0.0962103010189096,917.8936020410459,1752.2546381901502,1.198321331981,,,Feasibility Study started,,,720.7897221455735,1310.9789399088502,,,,354.5468921063225,0.66,0.64,528.0,512.0,Feasibility Study completed,,968.359893165852,1761.2618315559484,423.37079698106777,770.0306782433686,544.9890961847842,991.2311533125797,2269313.5394481025,4127448.2236105287,19279704.060574565,36977333.75493582,-406687.27231640974,-1495998.096,0.0,0.0,5545767.177011928,10636453.920000002,362768.61758360255,695768.7839014363,-4097314.067688874,-7858406.4,1787530.592003442,3428378.1063234564
BELLARY TPS3,BELLARY TPS,Karnataka,SR,STATE SECTOR, 0-5 years,4.17522245037645,700.0,2.85416885339972,,0.16989100317855477,0.85,0.6801089968214452,0.15,2.30003711563986,587659.4830459843,11.762597621115674,14.28,3005343.6921950546,Contracted,0.0,0.0,2520.7078116153316,2745.532258825393,0.3411740131232786,3814557.046765819,830423.4658391176,Operational,3444.288050912984,2411001.6356390887,,0.0,0.0,0.0,587659.4830459843,0.0,0.0,0.0,0.0,587659.4830459843,0.06670241413367074,0.1903799528668923,0.9525104738288181,4.36,3.335022035982453,3.3119775301434213,0.023044505839031615,0.4983974750506915,0.14253368166175467,347.43313474835355,1726.2689282613542,1.3770499475915714,,,BID Opened,,,257.0160626772069,1180.6054059740209,,,,118.92370222498833,,,,,NIT issued,,393.8662524530395,1809.2278826199017,119.28042225499486,547.915604473228,274.5858301980446,1261.3122781466736,803211.7975622205,3689560.0238613607,7431414.813744029,37180912.90004095,-52292.81292773691,-1308998.334,0.0,0.0,1860185.9981057204,9306897.18,88237.87062114239,441472.4065708414,-1202546.963002904,-6016592.4,538212.5034726306,2692789.019974917
KHARGONE STPP1,KHARGONE STPP,Madhya Pradesh,WR,CENTRAL SECTOR, 0-5 years,0.602327173169062,660.0,4.47005740946731,,0.2822005940320271,0.85,0.567799405967973,0.15,3.957778688155932,953428.885976764,11.85774216321013,13.464,2856530.0871173204,Contracted,0.0,0.0,2530.438665052703,2718.1367960428233,0.33986202150530614,2901420.102190481,1034725.3958610332,Operational,4310.767445602973,0.0,,,,,,,,,,0.0,0.07354163418981347,0.3287353268145101,0.9901645627316485,2.82999999999999,2.0942706931837756,2.075031634757288,0.019239058426487432,0.41609476068144996,0.18949589637414546,341.6951233766177,1019.7452464585825,0.7133581048872023,,,Bid Awarded,,,320.24751001898983,897.9895216279539,,,,186.25239206113787,,,,,Bid Awarded,,316.3624097656793,887.0955124356884,166.66092287689878,467.3252959856744,149.70148688878047,419.77021645001406,1245398.321322438,3492157.1840926334,6029243.849720836,18160334.81375694,-136038.86038292488,-1234198.4292000001,0.0,0.0,2913330.8612471577,8775074.484000001,19936.150087469265,60048.518439425025,-1775748.1861405268,-5348627.856000002,929349.2332589999,2799238.7860831306
TANDA STPS5,TANDA STPS,Uttar Pradesh,NR,CENTRAL SECTOR, 0-5 years,0.602327173169062,660.0,8.65545516623408,8.65545516623408,0.5464302503935656,0.85,0.30356974960643435,0.15,7.634085166010927,1839051.1164920323,11.85774216321013,13.464,2856530.0871173204,Contracted,0.0,0.0,2530.438665052703,2630.790081463802,0.33986202150530614,2857686.525974388,1909944.6259554164,Operational,4351.592256518851,2872050.889302442,,0.0,1839051.1164920323,0.0,0.0,0.0,0.0,0.0,0.0,1839051.1164920323,0.12115813368341415,1.0486787941213864,1.631273111913488,2.40579237027415,2.329614940442948,2.3193289202608103,0.010286020182137534,0.22246198390658722,0.09107769702237015,735.981535013145,1139.8017272572918,0.7713675275921291,,,,,,591.1278617332014,884.453979789073,,,,360.6439652597533,,,,,,,641.1067120820364,959.2330520640669,323.52493956742177,484.0626518980977,317.58177251461467,475.1704001659692,2333995.274193032,3492157.1840926334,12623896.109416766,19637111.388463136,-510054.5260478019,-1234198.4292000001,0.0,0.0,5641136.644134482,8775074.484000001,38602.737607785486,60048.518439425025,-3438414.186607154,-5348627.856000002,2964661.0928481002,4611680.863396355
IB VALLEY TPS4,IB VALLEY TPS,Odisha,ER,STATE SECTOR, 0-5 years,0.678986995208761,660.0,7.93129011070501,,0.5007127595142052,0.85,0.34928724048579474,0.15,7.000432200022229,1686404.1169853548,11.860170363073237,13.464,2857115.0404643426,Contracted,0.0,0.0,2531.024387259411,2646.488689491489,0.33978337163760264,3827189.2331606657,2357346.27490327,Operational,3249.999999999999,2144999.9999999995,Pithead plant,0.0,0.0,0.0,1686404.1169853548,0.0,0.0,0.0,0.0,1686404.1169853548,0.10945422612917571,0.8681132212732012,1.4736917006032217,1.51,1.9052472178146487,1.8934121268358606,0.011835090978788099,0.2559646755728001,0.12813538438021332,551.5539972242069,930.4908819637081,0.5632756525372362,,,,,,729.5986720825621,1184.515067663226,,,,330.47042127937544,,,,,,,431.54662240701765,700.6228166249189,318.369496421271,516.8779495156134,113.17712598574671,183.74486710930563,2151482.131033292,3492965.5158812227,8447086.927307209,14339606.394646771,-428276.70723581314,-1234198.4292000001,0.0,0.0,5169166.776266271,8775074.484000001,39875.030611716305,67691.05714989731,-3150736.7216380085,-5348627.856000002,2454194.273521076,4166191.2800401347
NABINAGAR STPP1,NABINAGAR STPP,Bihar,ER,CENTRAL SECTOR, 0-5 years,0.810403832991102,660.0,6.19244595847237,,0.39093724485305364,0.85,0.45906275514694633,0.15,5.477255160223985,1319470.7680979578,11.864332991409993,13.464,2858117.8176306672,Contracted,0.0,0.0,2532.0284824709097,2683.781408315142,0.3396486279493819,3152265.5592279127,1536701.3491950922,Operational,3947.4147273821336,2605293.720072208,,0.0,1319470.7680979578,0.0,0.0,0.0,0.0,0.0,0.0,1319470.7680979578,0.07,0.43347121709306596,0.9424800000000001,2.05723914801833,1.9238022911782624,1.9082476162792286,0.015554674899033838,0.3364103682267852,0.16678205177271016,434.82602288609513,937.7815755537991,0.6295435396645189,,,,,,475.609067575881,975.626190581039,,,,258.0185816030154,,,,,,,381.8809561291493,783.3598808001797,233.9196667218998,479.84399142992004,147.96128940724947,303.5158893702596,1703465.0618727999,3494351.2275188034,7371063.372752391,16026623.068862591,-261072.56361729515,-1234198.4292000001,0.0,0.0,4035886.4025356374,8775074.484000001,37158.60907721989,80792.55208213552,-2459973.9267869834,-5348627.856000002,1225442.2034556493,2664432.42912
IB VALLEY TPS3,IB VALLEY TPS,Odisha,ER,STATE SECTOR, 0-5 years,0.840520191649555,660.0,7.30028967371153,,0.4608768733403744,0.85,0.38912312665962556,0.15,6.451300128917131,1554118.201056137,11.8652869270705,13.464,2858347.6207312834,Contracted,0.0,0.0,2532.2585876235453,2660.8914865511697,0.3396177642375324,3829055.480822661,2181608.216732246,Operational,3249.999999999999,2144999.9999999995,Pithead plant,0.0,0.0,0.0,1554118.201056137,0.0,0.0,0.0,0.0,1554118.201056137,0.10945422612917571,0.7990475567549082,1.4736917006032217,1.51,1.9079195770663115,1.8947347049262302,0.01318487214008135,0.28515720967870684,0.14254916234824758,508.38534391561814,931.1408444501269,0.5632756525372362,,,,,,675.2077430786301,1185.0926713146134,,,,304.1787364046471,,,,,,,399.37520735464676,700.964460482541,294.6353349713343,517.1299940856759,104.7398723833125,183.83446639686505,1991091.060818984,3494668.78643575,7775050.541289932,14339606.394646771,-362841.51341966284,-1234198.4292000001,0.0,0.0,4757916.3429586105,8775074.484000001,45434.31466371549,83794.97800410677,-2900069.2740406008,-5348627.856000002,2258942.6010386227,4166191.2800401347
CHHABRA TPS6,CHHABRA TPS,Rajasthan,NR,STATE SECTOR, 0-5 years,1.06776180698151,660.0,9.68098919915827,,0.611173560552921,0.85,0.23882643944707893,0.15,8.549620905277095,2059603.6760812523,11.87248480523614,13.464,2860081.589581386,Contracted,0.0,0.0,2533.9948355934284,2612.943978273177,0.3393850642156495,2809835.030320641,2083295.272186903,Operational,4431.919570319353,2925066.9164107726,,0.0,0.0,0.0,0.0,0.0,0.0,2059603.6760812523,0.0,2059603.6760812523,0.08461672990440586,0.8191736482726457,1.1392796514329204,2.13947040498441,2.339106559663378,2.331014272538704,0.008092287124673803,0.17501679135560838,0.07136250528704291,826.537584902022,1145.5443300393306,0.8301678091452557,,,,,,644.7798867418464,869.6439418842384,,,,403.3745499649279,,,,,,,766.4936964023314,1033.8048895058425,352.8887528339768,475.9571015961643,413.6049435683546,557.8477879096782,2592827.9492459977,3497064.912809067,15195947.09611871,21134021.275422085,-638081.6489123364,-1234198.4292000001,0.0,0.0,6309521.784121608,8775074.484000001,76540.24631023969,106449.64632443438,-3845811.6833224203,-5348627.856000002,2315839.9473072933,3220793.7029055287
SHREE SINGAJI TPP4,SHREE SINGAJI TPP,Madhya Pradesh,WR,STATE SECTOR, 0-5 years,1.06776180698151,660.0,5.8407741598409,,0.36873574241419826,0.85,0.4812642575858017,0.15,5.1765108101676045,1247021.4541693758,11.87248480523614,13.464,2860081.589581386,Contracted,0.0024167248138043805,3013.7076916375527,2534.5396997363596,2693.631802883607,0.3393121047144996,2896052.955946369,1335186.5315735582,Operational,4300.902196288098,2838595.449550145,,0.0,0.0,0.0,0.0,127359.74250064102,0.0,731583.2111577165,388078.5005110186,1247021.454169376,0.08278071315258784,0.48350345031483677,1.1145595218864426,2.5963100239817773,2.2572546347592666,2.2409476941866733,0.016306940572593298,0.3526800732440272,0.14901869177347274,481.2201808152307,1101.282371040322,0.7852489385256163,,,Bid opened,,,413.9294713929366,897.8233683709005,,,,243.36558999337086,,,,,Bid opened,,450.92972797354975,978.0778496041512,220.60062891383873,478.4882773619815,230.32909905971098,499.58957224216965,1612621.7406168436,3497816.8580181603,8672013.00279742,19990497.813194837,-232261.70593429264,-1234198.4292000001,0.0,0.0,3806686.593644268,8775074.484000001,46178.57572608134,106449.64632443438,-2320270.8980934373,-5348627.856000002,1366885.5281918575,3150908.8089919365
RAIKHEDA TPP2,RAIKHEDA TPP,Chhattisgarh,WR,PVT SECTOR, 0-5 years,4.17522245037645,685.0,3.66771021946783,,0.22309672867809185,0.85,0.6269032713219082,0.15,2.2286717362325694,557223.6508515482,10.950965021115673,13.974,2738015.029404446,Not contracted,0.0013611142179564709,758.4450337556545,2534.900816938009,2742.136983622818,0.33926376695038607,3115490.835132646,884563.3255120832,Operational,4150.000000000001,2842750.0000000005,,0.0,0.0,0.0,0.0,0.0,0.0,557223.6508515482,0.0,557223.6508515482,0.09468566155999276,0.3472795685406578,1.323137434639339,2.5963100239817773,1.8867198977721562,1.8654781906869633,0.021241707085192907,0.4594072552901208,0.2322366710195376,252.57787753712665,951.4890166380765,0.5646400256601343,,,GCEL is under stressed asset,,,274.02952187717614,965.1501925765302,,,,152.82125914449293,0.43,0.41,294.55,280.84999999999997,GCEL is under stressed ass,,207.27584140828995,730.0392924136825,142.6791300934729,502.5253809992388,64.59671131481704,227.51391141444367,1030879.7933964453,3630827.1616289034,3915694.7104547974,14918822.537685294,-88242.98248205047,-1280948.3697,-1353547.9173173737,-5157026.445599999,2390406.295421732,9107463.669000002,113388.85554572349,432012.28357289475,-1512202.4250519157,-5761501.161000001,981774.6205654552,3740567.745772535
